nativity,family,genus,species,species_author,infraspecific_rank,infraspecific_epithet,infraspecific_author,name_minus_authors,name_plus_authors,synonyms,common,TJM1/TJM2,major_clade,endemicity,
NATIVE,Brassicaceae,Lepidium,oblongum,Small,,,,Lepidium oblongum,Lepidium oblongum Small,Lepidium oblongum var. insulare C.L. Hitchc.; Lepidium oblongum var. oblongum,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Lepidium,oxycarpum,Torr. & A. Gray,,,,Lepidium oxycarpum,Lepidium oxycarpum Torr. & A. Gray,,NULL,TJM1,EUDICOTS,1,
NATURALIZED,Brassicaceae,Lepidium,perfoliatum,L.,,,,Lepidium perfoliatum,Lepidium perfoliatum L.,,NULL,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Lepidium,pinnatifidum,Ledeb.,,,,Lepidium pinnatifidum,Lepidium pinnatifidum Ledeb.,,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Lepidium,ramosissimum,A. Nelson,,,,Lepidium ramosissimum,Lepidium ramosissimum A. Nelson,Lepidium ramosissimum var. bourgeauanum (Thell.) Rollins; Lepidium densiflorum Schrad. var. bourgeauanum (Thell.) C.L. Hitchc.,NULL,TJM2,EUDICOTS,,
NATURALIZED,Brassicaceae,Lepidium,strictum,(S. Watson) Rattan,,,,Lepidium strictum,Lepidium strictum (S. Watson) Rattan,,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Lepidium,thurberi,Wooton,,,,Lepidium thurberi,Lepidium thurberi Wooton,,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Lepidium,virginicum,,subsp.,(DC.) Thell.,(DC.) Thell.,Lepidium virginicum subsp. menziesii,Lepidium virginicum L. subsp. menziesii (DC.) Thell.,Lepidium virginicum var. medium (Greene) C.L. Hitchc.; Lepidium virginicum var. pubescens (Greene) Thell.; Lepidium virginicum var. robinsonii (Thell.) C.L. Hitchc. Listed in CNPS Inventory; Lepidium virginicum var. menziesii (DC.) C.L. Hitchc.,NULL,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Lepidium,virginicum,L.,subsp.,,,Lepidium virginicum subsp. virginicum,Lepidium virginicum L. subsp. virginicum,,NULL,TJM2,EUDICOTS,,
NATURALIZED,Brassicaceae,Lobularia,maritima,(L.) Desv.,,,,Lobularia maritima,Lobularia maritima (L.) Desv.,,NULL,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Lunaria,annua,L.,,,,Lunaria annua,Lunaria annua L.,,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Lyrocarpa,coulteri,Hook. & Harv.,,,,Lyrocarpa coulteri,Lyrocarpa coulteri Hook. & Harv.,Lyrocarpa coulteri var. coulteri; Lyrocarpa coulteri var. palmeri (S. Watson) Rollins,COULTERS LYREPOD,TJM2,EUDICOTS,,
NATURALIZED,Brassicaceae,Matthiola,incana,(L.) W.T. Aiton,,,,Matthiola incana,Matthiola incana (L.) W.T. Aiton,,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Nasturtium,gambelii,(S. Watson) O.E. Schulz,,,,Nasturtium gambelii,Nasturtium gambelii (S. Watson) O.E. Schulz,Cardamine gambelii S. Watson; Rorippa gambelii (S. Watson) Rollins & Al-Shehbaz,GAMBELS WATER CRESS,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Nasturtium,officinale,W.T. Aiton,,,,Nasturtium officinale,Nasturtium officinale W.T. Aiton,Rorippa nasturtium-aquaticum (L.) Hayek,WATER CRESS,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Noccaea,fendleri,,subsp.,(S. Watson) Al-Shehbaz & M. Koch,(S. Watson) Al-Shehbaz & M. Koch,Noccaea fendleri subsp. californica,Noccaea fendleri (A. Gray) Holub subsp. californica (S. Watson) Al-Shehbaz & M. Koch,Thlaspi californicum S. Watson; Thlaspi alpestre L. var. californicum (S. Watson) Jeps.; Thlaspi glaucum (A. Nelson) A. Nelson subsp. californicum (S. Watson) Munz; Thlaspi montanum L. var. californicum (S. Watson) P.K. Holmgren,KNEELAND PRAIRIE PENNYCRESS,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Noccaea,fendleri,,subsp.,(A. Nelson) Al-Shehbaz & M. Koch,(A. Nelson) Al-Shehbaz & M. Koch,Noccaea fendleri subsp. glauca,Noccaea fendleri (A. Gray) Holub subsp. glauca (A. Nelson) Al-Shehbaz & M. Koch,Thlaspi montanum L. var. montanum; Thlaspi alpestre L. var. glaucum A. Nelson; Noccaea glauca (A. Nelson) Holub; Thlaspi fendleri A. Gray var. glaucum (A. Nelson) C.L. Hitchc.,NULL,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Phoenicaulis,cheiranthoides,Nutt.,,,,Phoenicaulis cheiranthoides,Phoenicaulis cheiranthoides Nutt.,Phoenicaulis cheiranthoides subsp. glabra (Jeps.) Abrams; Phoenicaulis cheiranthoides var. lanuginosa (S. Watson) Rollins; Parrya menziesii (Hook.) Greene var. glabra Jeps.,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Physaria,chambersii,Rollins,,,,Physaria chambersii,Physaria chambersii Rollins,,CHAMBERS PHYSARIA,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Physaria,cordiformis,Rollins,,,,Physaria cordiformis,Physaria cordiformis Rollins,Lesquerella cordiformis (Rollins) Rollins & E.A. Shaw; Lesquerella kingii (S. Watson) S. Watson var. cordiformis (Rollins) Maguire & A.H. Holmgren,NULL,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Physaria,kingii,,subsp.,(Munz) OKane & Al-Shehbaz,(Munz) O''Kane & Al-Shehbaz,Physaria kingii subsp. bernardina,Physaria kingii (S. Watson) O''Kane & Al-Shehbaz subsp. bernardina (Munz) O''Kane & Al-Shehbaz,Lesquerella kingii subsp. bernardina (Munz) Munz,SAN BERNARDINO MOUNTAINS BLADDERPOD,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Physaria,kingii,(S. Watson) OKane & Al-Shehbaz,subsp.,,,Physaria kingii subsp. kingii,Physaria kingii (S. Watson) O''Kane & Al-Shehbaz subsp. kingii,Lesquerella kingii subsp. kingii (S. Watson) S. Watson,NULL,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Physaria,kingii,,subsp.,(A. Nelson) OKane & Al-Shehbaz,(A. Nelson) O''Kane & Al-Shehbaz,Physaria kingii subsp. latifolia,Physaria kingii (S. Watson) O''Kane & Al-Shehbaz subsp. latifolia (A. Nelson) O''Kane & Al-Shehbaz,Lesquerella kingii (S. Watson) S. Watson subsp. latifolia (A. Nelson) Rollins & E.A. Shaw; Lesquerella wardii S. Watson; Physaria wardii (S. Watson) O''Kane & Al-Shehbaz,NULL,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Physaria,ludoviciana,(Nutt.) OKane & Al-Shehbaz,,,,Physaria ludoviciana,Physaria ludoviciana (Nutt.) O''Kane & Al-Shehbaz,Lesquerella ludoviciana (Nutt.) S. Watson,SILVER BLADDERPOD,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Physaria,occidentalis,(S. Watson) OKane & Al-Shehbaz,subsp.,,,Physaria occidentalis subsp. occidentalis,Physaria occidentalis (S. Watson) O''Kane & Al-Shehbaz subsp. occidentalis,Lesquerella occidentalis (S. Watson) S. Watson subsp. occidentalis; Lesquerella cusickii M.E. Jones,NULL,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Physaria,tenella,(A. Nelson) OKane & Al-Shehbaz,,,,Physaria tenella,Physaria tenella (A. Nelson) O''Kane & Al-Shehbaz,Lesquerella tenella A. Nelson,NULL,TJM2,EUDICOTS,,
NATURALIZED,Brassicaceae,Planodes,virginica,(L.) Greene,,,,Planodes virginica,Planodes virginica (L.) Greene,Sibara virginica (L.) Rollins,NULL,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Polyctenium,fremontii,(S. Watson) Greene,,,,Polyctenium fremontii,Polyctenium fremontii (S. Watson) Greene,Polyctenium fremontii var. confertum Rollins; Polyctenium fremontii var. fremontii; Polyctenium williamsiae Rollins Listed in CNPS Inventory,NULL,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Raphanus,raphanistrum,L.,,,,Raphanus raphanistrum,Raphanus raphanistrum L.,,JOINTED CHARLOCK,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Raphanus,sativus,L.,,,,Raphanus sativus,Raphanus sativus L.,,RADISH,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Rapistrum,rugosum,(L.) All.,,,,Rapistrum rugosum,Rapistrum rugosum (L.) All.,,NULL,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Rorippa,austriaca,(Crantz) Besser,,,,Rorippa austriaca,Rorippa austriaca (Crantz) Besser,,AUSTRIAN FIELD-CRESS,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Rorippa,columbiae,(S. Watson) Howell,,,,Rorippa columbiae,Rorippa columbiae (S. Watson) Howell,Rorippa calycina (Engelm.) Rydb. var. columbiae (S. Watson) Rollins,COLUMBIA YELLOW CRESS,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Rorippa,curvipes,Greene,,,,Rorippa curvipes,Rorippa curvipes Greene,Rorippa curvipes var. curvipes; Rorippa curvipes var. truncata (Jeps.) Rollins,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Rorippa,curvisiliqua,(Hook.) Bessey ex Britton.,,,,Rorippa curvisiliqua,Rorippa curvisiliqua (Hook.) Bessey ex Britton.,Rorippa curvisiliqua var. curvisiliqua; Rorippa curvisiliqua var. occidentalis (Greene) Stuckey; Rorippa curvisiliqua var. orientalis Stuckey; Rorippa curvisiliqua var. procumbens Stuckey,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Rorippa,palustris,,subsp.,(Desv.) Jonsell,(Desv.) Jonsell,Rorippa palustris subsp. hispida,Rorippa palustris (L.) Besser subsp. hispida (Desv.) Jonsell,Rorippa palustris var. hispida (Desv.) Rydb.,NULL,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Rorippa,palustris,(L.) Besser,subsp.,,,Rorippa palustris subsp. palustris,Rorippa palustris (L.) Besser subsp. palustris,Rorippa palustris var. occidentalis (S. Watson) Rollins; Rorippa palustris subsp. fernaldiana (Butters & Abbe) Jonsell; Rorippa palustris var. fernaldiana (Butters & Abbe) Stuckey; Rorippa palustris subsp. occidentalis (S. Watson) Abrams,NULL,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Rorippa,sinuata,(Nutt.) Hitchc.,,,,Rorippa sinuata,Rorippa sinuata (Nutt.) Hitchc.,,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Rorippa,sphaerocarpa,(A. Gray) Britton,,,,Rorippa sphaerocarpa,Rorippa sphaerocarpa (A. Gray) Britton,,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Rorippa,subumbellata,Rollins,,,,Rorippa subumbellata,Rorippa subumbellata Rollins,,TAHOE YELLOW CRESS,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Rorippa,tenerrima,Greene,,,,Rorippa tenerrima,Rorippa tenerrima Greene,,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Sibara,deserti,(M.E. Jones) Rollins,,,,Sibara deserti,Sibara deserti (M.E. Jones) Rollins,Sibara rosulata Rollins,DESERT WINGED ROCKCRESS,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Sibara,filifolia,(Greene) Greene,,,,Sibara filifolia,Sibara filifolia (Greene) Greene,,SANTA CRUZ ISLAND ROCKCRESS,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Sibaropsis,hammittii,S. Boyd & T.S. Ross,,,,Sibaropsis hammittii,Sibaropsis hammittii S. Boyd & T.S. Ross,,HAMMITTS CLAY-CRESS,TJM2,EUDICOTS,1,
NATURALIZED,Brassicaceae,Sinapis,alba,L.,,,,Sinapis alba,Sinapis alba L.,Brassica alba (L.) Rabenh.; Brassica hirta Moench.,WHITE MUSTARD,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Sinapis,arvensis,L.,,,,Sinapis arvensis,Sinapis arvensis L.,Brassica kaber (DC.) L.C. Wheeler,CHARLOCK,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Sisymbrium,altissimum,L.,,,,Sisymbrium altissimum,Sisymbrium altissimum L.,,TUMBLE MUSTARD,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Sisymbrium,erysimoides,Desf.,,,,Sisymbrium erysimoides,Sisymbrium erysimoides Desf.,,NULL,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Sisymbrium,irio,L.,,,,Sisymbrium irio,Sisymbrium irio L.,,LONDON ROCKET,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Sisymbrium,loeselii,L.,,,,Sisymbrium loeselii,Sisymbrium loeselii L.,,NULL,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Sisymbrium,officinale,(L.) Scop.,,,,Sisymbrium officinale,Sisymbrium officinale (L.) Scop.,,HEDGE MUSTARD,TJM1,EUDICOTS,,
NATURALIZED,Brassicaceae,Sisymbrium,orientale,L.,,,,Sisymbrium orientale,Sisymbrium orientale L.,,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Smelowskia,ovalis,M.E. Jones,,,,Smelowskia ovalis,Smelowskia ovalis M.E. Jones,Smelowskia ovalis var. congesta Rollins,NULL,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Stanleya,elata,M.E. Jones,,,,Stanleya elata,Stanleya elata M.E. Jones,,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Stanleya,pinnata,(Pursh) Britton,var.,,,Stanleya pinnata var. pinnata,Stanleya pinnata (Pursh) Britton var. pinnata,Stanleya pinnata subsp. inyoensis Munz & Roos; Stanleya pinnata var. inyoensis (Munz & J.C. Roos) Reveal,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Stanleya,viridiflora,Nutt.,,,,Stanleya viridiflora,Stanleya viridiflora Nutt.,,GREEN-FLOWERED PRINCES PLUME,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Streptanthella,longirostris,(S. Watson) Rydb.,,,,Streptanthella longirostris,Streptanthella longirostris (S. Watson) Rydb.,Streptanthella longirostris var. derelicta J.T. Howell,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Streptanthus,anomalus,"D.L. Smith, A. Arthur & R.E. Preston",,,,Streptanthus anomalus,"Streptanthus anomalus D.L. Smith, A. Arthur & R.E. Preston",,MOUNT BURDELL JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,barbatus,S. Watson,,,,Streptanthus barbatus,Streptanthus barbatus S. Watson,,PACIFIC JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,barbiger,Greene,,,,Streptanthus barbiger,Streptanthus barbiger Greene,,BEARDED JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,batrachopus,J.L. Morrison,,,,Streptanthus batrachopus,Streptanthus batrachopus J.L. Morrison,,TAMALPAIS JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,bernardinus,(Greene) Parish,,,,Streptanthus bernardinus,Streptanthus bernardinus (Greene) Parish,,LAGUNA MOUNTAINS JEWELFLOWER,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Streptanthus,brachiatus,F.W. Hoffm.,,,,Streptanthus brachiatus,Streptanthus brachiatus F.W. Hoffm.,Streptanthus brachiatus subsp. brachiatus; Streptanthus brachiatus subsp. hoffmanii R.W. Dolan & LaPré Listed in CNPS Inventory;,SOCRATES MINE JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,breweri,A. Gray,,,,Streptanthus breweri,Streptanthus breweri A. Gray,Streptanthus breweri var. breweri,BREWERS JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,callistus,J.L. Morrison,,,,Streptanthus callistus,Streptanthus callistus J.L. Morrison,,MOUNT HAMILTON JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,campestris,S. Watson,,,,Streptanthus campestris,Streptanthus campestris S. Watson,,SOUTHERN JEWELFLOWER,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Streptanthus,cordatus,Nutt.,var.,,,Streptanthus cordatus var. cordatus,Streptanthus cordatus Nutt. var. cordatus,Streptanthus cordatus var. duranii Jeps.,NULL,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Streptanthus,cordatus,,var.,J.T. Howell,J.T. Howell,Streptanthus cordatus var. piutensis,Streptanthus cordatus Nutt. var. piutensis J.T. Howell,,PIUTE MOUNTAINS JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,diversifolius,S. Watson,,,,Streptanthus diversifolius,Streptanthus diversifolius S. Watson,,VARIED-LEAVED JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,drepanoides,Kruckeb. & J.L. Morrison,,,,Streptanthus drepanoides,Streptanthus drepanoides Kruckeb. & J.L. Morrison,,SICKLE-FRUIT JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,farnsworthianus,J.T. Howell,,,,Streptanthus farnsworthianus,Streptanthus farnsworthianus J.T. Howell,,FARNSWORTHS JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,fenestratus,(Greene) J.T. Howell,,,,Streptanthus fenestratus,Streptanthus fenestratus (Greene) J.T. Howell,,TEHIPITE VALLEY JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,glandulosus,,subsp.,"(Greene) Al-Shehbaz, M.S. Mayer & D.W. Taylor","(Greene) Al-Shehbaz, M.S. Mayer & D.W. Taylor",Streptanthus glandulosus subsp. albidus,"Streptanthus glandulosus Hook. subsp. albidus (Greene) Al-Shehbaz, M.S. Mayer & D.W. Taylor",Streptanthus albidus Greene subsp. albidus; Streptanthus glandulosus var. albidus (Greene) Jeps.,METCALF CANYON JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,glandulosus,,subsp.,M.S. Mayer,M.S. Mayer,Streptanthus glandulosus subsp. arkii,Streptanthus glandulosus Hook. subsp. arkii M.S. Mayer,,KRUCKEBERGS BRISTLY JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,glandulosus,Hook.,subsp.,,,Streptanthus glandulosus subsp. glandulosus,Streptanthus glandulosus Hook. subsp. glandulosus,Streptanthus albidus subsp. peramoenus (Greene) Kruckeb. Listed in CNPS Inventory,NULL,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,glandulosus,,subsp.,(Kruckeb.) M.S. Mayer & D.W. Taylor,(Kruckeb.) M.S. Mayer & D.W. Taylor,Streptanthus glandulosus subsp. hoffmanii,Streptanthus glandulosus Hook. subsp. hoffmanii (Kruckeb.) M.S. Mayer & D.W. Taylor,Streptanthus glandulosus var. hoffmanii Kruckeb.,HOFFMANS BRISTLY JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,glandulosus,,subsp.,Al-Shehbaz & M.S. Mayer,Al-Shehbaz & M.S. Mayer,Streptanthus glandulosus subsp. josephinensis,Streptanthus glandulosus Hook. subsp. josephinensis Al-Shehbaz & M.S. Mayer,,JOSEPHINE COUNTY JEWELFLOWER,TJM2,EUDICOTS,,
NATIVE,Brassicaceae,Streptanthus,glandulosus,,subsp.,"(Greene) Al-Shehbaz, M.S. Mayer & D.W. Taylor","(Greene) Al-Shehbaz, M.S. Mayer & D.W. Taylor",Streptanthus glandulosus subsp. niger,"Streptanthus glandulosus Hook. subsp. niger (Greene) Al-Shehbaz, M.S. Mayer & D.W. Taylor",Streptanthus niger Greene; Streptanthus glandulosus var. niger (Greene) Munz,TIBURON JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,glandulosus,,subsp.,(Greene) Kruckeb.,(Greene) Kruckeb.,Streptanthus glandulosus subsp. pulchellus,Streptanthus glandulosus Hook. subsp. pulchellus (Greene) Kruckeb.,Streptanthus glandulosus var. pulchellus (Greene) Jeps.,MOUNT TAMALPAIS BRISTLY JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,glandulosus,,subsp.,M.S. Mayer,M.S. Mayer,Streptanthus glandulosus subsp. raichei,Streptanthus glandulosus Hook. subsp. raichei M.S. Mayer,,RAICHES JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,glandulosus,,subsp.,(Greene) Kruckeb.,(Greene) Kruckeb.,Streptanthus glandulosus subsp. secundus,Streptanthus glandulosus Hook. subsp. secundus (Greene) Kruckeb.,,ONE-SIDED JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,glandulosus,,subsp.,(Kruckeb.) M.S. Mayer & D.W. Taylor,(Kruckeb.) M.S. Mayer & D.W. Taylor,Streptanthus glandulosus subsp. sonomensis,Streptanthus glandulosus Hook. subsp. sonomensis (Kruckeb.) M.S. Mayer & D.W. Taylor,Streptanthus glandulosus var. sonomensis Kruckeb.,UNCOMMON JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,gracilis,Eastw.,,,,Streptanthus gracilis,Streptanthus gracilis Eastw.,,ALPINE JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,hesperidis,Jeps.,,,,Streptanthus hesperidis,Streptanthus hesperidis Jeps.,Streptanthus breweri A. Gray var. hesperidis (Jeps.) Jeps.,GREEN JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,hispidus,A. Gray,,,,Streptanthus hispidus,Streptanthus hispidus A. Gray,,MOUNT DIABLO JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,howellii,S. Watson,,,,Streptanthus howellii,Streptanthus howellii S. Watson,,HOWELLS JEWELFLOWER,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Streptanthus,insignis,Jeps.,subsp.,,,Streptanthus insignis subsp. insignis,Streptanthus insignis Jeps. subsp. insignis,,NULL,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,insignis,,subsp.,Kruckeb. & J.L. Morrison,Kruckeb. & J.L. Morrison,Streptanthus insignis subsp. lyonii,Streptanthus insignis Jeps. subsp. lyonii Kruckeb. & J.L. Morrison,,ARBURUA RANCH JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,juneae,N. Jensen,,,,Streptanthus juneae,Streptanthus juneae N. Jensen,,JUNES JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,longisiliquus,G.L. Clifton & R.E. Buck,,,,Streptanthus longisiliquus,Streptanthus longisiliquus G.L. Clifton & R.E. Buck,,LONG-FRUIT JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,medeirosii,N. Jensen,,,,Streptanthus medeirosii,Streptanthus medeirosii N. Jensen,,TEJON JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,morrisonii,F.W. Hoffm.,,,,Streptanthus morrisonii,Streptanthus morrisonii F.W. Hoffm.,Streptanthus morrisonii subsp. elatus F.W. Hoffm. Listed in CNPS Inventory; Streptanthus morrisonii subsp. hirtiflorus F.W. Hoffm. Listed in CNPS Inventory; Streptanthus morrisonii subsp. kruckebergii R.W. Dolan & LaPré Listed in CNPS Inventory; Streptanthus morrisonii subsp. morrisonii Listed in CNPS Inventory,MORRISONS JEWELFLOWER,TJM1,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,oblanceolatus,T.W. Nelson & J.P. Nelson,,,,Streptanthus oblanceolatus,Streptanthus oblanceolatus T.W. Nelson & J.P. Nelson,,TRINITY RIVER JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,oliganthus,Rollins,,,,Streptanthus oliganthus,Streptanthus oliganthus Rollins,Streptanthus cordatus Nutt. var. exiguus Jeps.,MASONIC MOUNTAIN JEWELFLOWER,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Streptanthus,polygaloides,,subsp.,R.E. Preston,R.E. Preston,Streptanthus polygaloides subsp. alternans,Streptanthus polygaloides A. Gray subsp. alternans R.E. Preston,,TUOLUMNE JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,polygaloides,,subsp.,R.E. Preston,R.E. Preston,Streptanthus polygaloides subsp. aureus,Streptanthus polygaloides A. Gray subsp. aureus R.E. Preston,,GOLDEN JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,polygaloides,,subsp.,R.E. Preston,R.E. Preston,Streptanthus polygaloides subsp. bicolor,Streptanthus polygaloides A. Gray subsp. bicolor R.E. Preston,,RED HILLS JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,polygaloides,,subsp.,R.E. Preston,R.E. Preston,Streptanthus polygaloides subsp. liber,Streptanthus polygaloides A. Gray subsp. liber R.E. Preston,,,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,polygaloides,A. Gray,subsp.,,,Streptanthus polygaloides subsp. polygaloides,Streptanthus polygaloides A. Gray subsp. polygaloides,,,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,polygaloides,,subsp.,"(SÃ¡nchez-Mata, Fuente, Rufo, Nuria Rodr. & Amils) R.E. Preston","(SÃ¡nchez-Mata, Fuente, Rufo, Nuria Rodr. & Amils) R.E. Preston",Streptanthus polygaloides subsp. purpureus,"Streptanthus polygaloides A. Gray subsp. purpureus (SÃ¡nchez-Mata, Fuente, Rufo, Nuria Rodr. & Amils) R.E. Preston",,PURPLE MILKWORT JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,polygaloides,,subsp.,R.E. Preston,R.E. Preston,Streptanthus polygaloides subsp. undulatus,Streptanthus polygaloides A. Gray subsp. undulatus R.E. Preston,,PINE FLAT JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,tortuosus,Kellogg,,,,Streptanthus tortuosus,Streptanthus tortuosus Kellogg,Streptanthus lemmonii S. Watson,MOUNTAIN JEWELFLOWER,TJM1,EUDICOTS,,
NATIVE,Brassicaceae,Streptanthus,tortuosus,,var.,(Greene) D.W. Taylor,(Greene) D.W. Taylor,Streptanthus tortuosus var. foliosus,Streptanthus tortuosus Kellogg var. foliosus (Greene) D.W. Taylor,,WAWONA JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,tortuosus,,var.,Jeps.,Jeps.,Streptanthus tortuosus var. oblongus,Streptanthus tortuosus Kellogg var. oblongus Jeps.,,KLAMATH MOUNTAINS JEWELFLOWER,TJM2,EUDICOTS,1,
NATIVE,Brassicaceae,Streptanthus,tortuosus,,var.,Jeps.,Jeps.,Streptanthus tortuosus var. optatus,Streptanthus tortuosus Kellogg var. optatus Jeps.,,SIERRAN FOOTHILL JEWELFLOWER,TJM2,EUDICOTS,1,
